"old_url","redirect_target","redirect_status","mapping_status","source","old_http_status","title"
"https://sornaz.com/%d8%aa%d8%a6%d9%88%d8%b1%db%8c-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=5","301","mapped-article","sitemap:post","200","تئوری موسیقی چیست؟ چرا و چگونه تئوری موسیقی به وجود آمد؟ 5 مزیت یادگیری تیوری موسیقی - سُرناز"
"https://sornaz.com/%d8%aa%d8%a6%d9%88%d8%b1%db%8c-%da%af%d8%a7%d9%85-24-%d8%b1%d8%a8%d8%b9-%d9%be%d8%b1%d8%af%d9%87-%d8%a7%db%8c-%d8%b9%d9%84%db%8c%d9%86%d9%82%db%8c-%d9%88%d8%b2%db%8c%d8%b1%db%8c/","/analytics/article-details?id=33","301","mapped-article","sitemap:post","200","تئوری گام 24 ربع پرده ای در موسیقی ایرانی از علینقی وزیری - سُرناز"
"https://sornaz.com/%d8%aa%d8%a7%d8%b1%db%8c%d8%ae-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/","/analytics/article-details?id=2","301","mapped-article","sitemap:post","200","تاریخ موسیقی ایران بخش 1 - سُرناز"
"https://sornaz.com/%d8%aa%d8%a7%d8%b1%db%8c%d8%ae%da%86%d9%87-%d9%86%d8%aa-%d8%ae%d9%88%d8%a7%d9%86%db%8c/","/analytics/article-details?id=10","301","mapped-article","sitemap:post","200","تاریخچه پیدایش نت و نت خوانی در موسیقی، کلیدهای مختلف در نت‌خوانی - سُرناز"
"https://sornaz.com/%d8%aa%d9%85-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=69","301","mapped-article","sitemap:post","200","مفهوم سوژه یا تم در موسیقی - سُرناز"
"https://sornaz.com/%d8%aa%d9%85%d9%be%d9%88/","/analytics/article-details?id=70","301","mapped-article","sitemap:post","200","تمپو یا سرعت اجرای قطعات موسیقی - سُرناز"
"https://sornaz.com/%d8%ac%d9%84%db%8c%d9%84-%d8%b4%d9%87%d9%86%d8%a7%d8%b2/","/analytics/article-details?id=36","301","mapped-article","sitemap:post","200","جلیل شهناز، شهنواز موسیقی ایران، نوازنده بی بدیل تار - سُرناز"
"https://sornaz.com/%d8%ac%d9%85%d9%84%d9%87/","/analytics/article-details?id=42","301","mapped-article","sitemap:post","200","جمله در موسیقی به چه معناست؟ 4 روش مهم برای ساختن جمله های موسیقی - سُرناز"
"https://sornaz.com/%d8%ac%d9%88%d8%a7%d8%af-%d9%85%d8%b9%d8%b1%d9%88%d9%81%db%8c/","/analytics/article-details?id=110","301","mapped-article","sitemap:post","200","جواد معروفی - سُرناز"
"https://sornaz.com/%d8%ad%d8%a7%d8%ac-%d8%aa%d8%a7%d8%ac-%d9%86%db%8c%d8%b4%d8%a7%d8%a8%d9%88%d8%b1%db%8c/","/analytics/article-details?id=114","301","mapped-article","sitemap:post","200","حاج تاج نیشابوری - سُرناز"
"https://sornaz.com/%d8%ad%d8%a8%db%8c%d8%a8-%d8%b3%d9%85%d8%a7%d8%b9%db%8c/","/analytics/article-details?id=112","301","mapped-article","sitemap:post","200","حبیب سماعی - سُرناز"
"https://sornaz.com/%d8%ad%d8%b3%d8%a7%d8%a8-%da%a9%d8%a7%d8%b1%d8%a8%d8%b1%db%8c/","/analytics/admin-account","301","mapped","sitemap:page","200","حساب کاربری - سُرناز"
"https://sornaz.com/%d8%ad%d8%b3%d9%86-%da%a9%d8%b3%d8%a7%db%8c%db%8c/","/analytics/article-details?id=102","301","mapped-article","sitemap:post","200","حسن کسایی | نوازنده برجسته نی، ردیف دان ملقب به استاد کامل - سُرناز"
"https://sornaz.com/%d8%ad%d8%b3%d9%8a%d9%86-%d8%b9%d9%84%d9%89-%d9%88%d8%b2%d9%8a%d8%b1%d9%89-%d8%aa%d8%a8%d8%a7%d8%b1/","/analytics/article-details?id=117","301","mapped-article","sitemap:post","200","حسين على وزيرى تبار - سُرناز"
"https://sornaz.com/%d8%ad%d8%b3%db%8c%d9%86-%d8%b9%d9%84%db%8c%d8%b2%d8%a7%d8%af%d9%87/","/analytics/article-details?id=62","301","mapped-article","sitemap:post","200","زندگینامه و آثار حسین علیزاده موسیقی دان برجسته ایرانی | حضور در 2 گروه عارف و کانون چاووش - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b1%d8%a7%d8%b3%d8%aa-%d9%be%d9%86%d8%ac%da%af%d8%a7%d9%87/","/analytics/article-details?id=32","301","mapped-article","sitemap:post","200","دستگاه راست پنجگاه | فن آخر در ردیف موسیقی ایرانی | شباهت گام 2 دستگاه راست‌پنجگاه و ماهور | دستگاهی برای مرکب نوازی و مرکب خوانی - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b3%d9%87-%da%af%d8%a7%d9%87/","/analytics/article-details?id=28","301","mapped-article","sitemap:post","200","دستگاه سه گاه | شباهت ها و تفاوت دستگاه سه گاه به آواز افشاری در ردیف موسیقی ایرانی | مایه شناسی سه گاه در گام 24 ربع پرده ای علینقی وزیری - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/","/analytics/article-details?id=37","301","mapped-article","sitemap:post","200","دستگاه شناسی و آوازشناسی موسیقی ایرانی، شناخت علائم سرکلید 12 مقام موسیقی ایرانی - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%88%d8%b1/","/analytics/article-details?id=21","301","mapped-article","sitemap:post","200","دستگاه شور، گسترده ترین دستگاه موسیقی ایرانی (1) | نظریه روح اله خالقی | مایه شناسی در گام 24 ربع پرده ای علینقی وزیری - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%85%d8%a7%d9%87%d9%88%d8%b1/","/analytics/article-details?id=27","301","mapped-article","sitemap:post","200","دستگاه ماهور | شباهت دستگاه ماهور در موسیقی ایرانی به گام ماژور | دستگاهی با حدود 50 گوشه | ساختار و مایه شناسی - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%86%d9%88%d8%a7/","/analytics/article-details?id=26","301","mapped-article","sitemap:post","200","دستگاه نوا یا آواز نوا؟ دستگاهی که موسیقی دانان ایرانی در مورد آن اختلاف نظر دارند| شباهت ها و تفاوت دستگاه نوا و شور | 2 الگوی گام متفاوت برای نوا - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%87%d9%85%d8%a7%db%8c%d9%88%d9%86/","/analytics/article-details?id=30","301","mapped-article","sitemap:post","200","دستگاه همایون | شباهت ها و اختلاف های دستگاه همایون به شور و بیات اصفهان در ردیف موسیقی ایرانی و گام مینور هارمونیک | مایه شناسی در گام 24 ربع پرده ای وزیری - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2/","/analytics/article-details?id=41","301","mapped-article","sitemap:post","200","مفهوم دستگاه و آواز در موسیقی ایران چیست؟ تفاوت های اساسی این ساختارها - سُرناز"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%da%86%d9%87%d8%a7%d8%b1%da%af%d8%a7%d9%87/","/analytics/article-details?id=29","301","mapped-article","sitemap:post","200","دستگاه چهارگاه | منحصر به فرد ترین دستگاه در ردیف موسیقی ایرانی | مایه شناسی در گام 24 قسمتی علینقی وزیری - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d8%b3%d8%aa-%da%a9%d9%88%da%a9-%d9%88-%da%86%d9%be-%da%a9%d9%88%da%a9/","/analytics/article-details?id=61","301","mapped-article","sitemap:post","200","مفهوم 2 اصطلاح راست کوک و چپ کوک در موسیقی ایرانی چیست؟ - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d8%a7%d8%b1/","/analytics/article-details?id=51","301","mapped-article","sitemap:post","200","راهنمای جامع خرید تار | نکات لازم جهت خرید | 10 قسمت مختلف تار و ویژگی های یک ساز خوب - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d9%86%d8%a8%da%a9/","/analytics/article-details?id=56","301","mapped-article","sitemap:post","200","راهنمای جامع خرید تنبک | 6 نکته کاربردی در خرید تمبک | 4 سوال مهم هنگام خرید تنبک - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%86%d8%aa%d9%88%d8%b1/","/analytics/article-details?id=52","301","mapped-article","sitemap:post","200","راهنمای جامع خرید سنتور برای شروع یادگیری افراد مبتدی | 9 نکته مهم برای خرید بهترین سنتور - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%87-%d8%aa%d8%a7%d8%b1/","/analytics/article-details?id=53","301","mapped-article","sitemap:post","200","راهنمای جامع خرید سه تار | بررسی ساختمان و اجزای سه تار | قیمت انواع سه تار | 8 نکته مهم در رابطه با کیفیت صدای سه تار - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b9%d9%88%d8%af-%d9%88-%d8%a8%d8%b1%d8%a8%d8%b7/","/analytics/article-details?id=57","301","mapped-article","sitemap:post","200","راهنمای جامع خرید عود و بربط | معرفی 8 بخش مختلف ساز عود | نکات مهم برای خرید بربط - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%81%d9%84%d9%88%d8%aa/","/analytics/article-details?id=58","301","mapped-article","sitemap:post","200","راهنمای جامع خرید فلوت ریکوردر - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%87%d9%86%da%af-%d8%af%d8%b1%d8%a7%d9%85/","/analytics/article-details?id=50","301","mapped-article","sitemap:post","200","راهنمای جامع خرید هنگ درام | 4 نکته مهم جهت تهیه و خرید هنگ درام برای افراد مبتدی و حرفه ای - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%88%db%8c%d9%88%d9%84%d9%86/","/analytics/article-details?id=55","301","mapped-article","sitemap:post","200","راهنمای خرید ویولن | چه مواردی در انتخاب ویولون اهمیت دارد؟ | 11 نکته مهم و کاربردی در خرید ویولون - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%be%db%8c%d8%a7%d9%86%d9%88/","/analytics/article-details?id=48","301","mapped-article","sitemap:post","200","راهنمای جامع خرید پیانو برای افراد مبتدی و حرفه ای | مهم ترین مشخصات به همراه معرفی 3 مدل محبوب و ارزان قیمت - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%da%a9%d8%a7%d9%84%db%8c%d9%85%d8%a8%d8%a7/","/analytics/article-details?id=49","301","mapped-article","sitemap:post","200","راهنمای جامع خرید کالیمبا | بررسی 2 نوع طراحی ساز کالیمبا | سازی بسیار جذاب و ساده برای یادگیری - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%da%a9%d9%85%d8%a7%d9%86%da%86%d9%87/","/analytics/article-details?id=54","301","mapped-article","sitemap:post","200","راهنمای جامع خرید کمانچه | معرفی اجزای کمانچه | نکات و مشخصات ضروری جهت خرید کمانچه | آشنایی با 5 برند معتبر تولید کننده کمانچه - سُرناز"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%da%af%db%8c%d8%aa%d8%a7%d8%b1/","/analytics/article-details?id=47","301","mapped-article","sitemap:post","200","راهنمای جامع خرید گیتار برای شروع یادگیری | مهم ترین نکات و مشخصات | معرفی 5 مدل ارزان قیمت و مناسب برای شروع - سُرناز"
"https://sornaz.com/%d8%b1%d8%af%db%8c%d9%81/","/analytics/article-details?id=40","301","mapped-article","sitemap:post","200","مفهوم ردیف در موسیقی ایرانی، 7 دستگاه و 5 آواز در ردیف موسیقی ایرانی کدامند؟ - سُرناز"
"https://sornaz.com/%d8%b1%d8%b6%d8%a7-%d9%85%d8%ad%d8%ac%d9%88%d8%a8%db%8c/","/analytics/article-details?id=111","301","mapped-article","sitemap:post","200","رضا محجوبی - سُرناز"
"https://sornaz.com/%d8%b1%d9%88%d8%ad-%d8%a7%d9%84%d9%84%d9%87-%d8%ae%d8%a7%d9%84%d9%82%db%8c/","/analytics/article-details?id=100","301","mapped-article","sitemap:post","200","روح الله خالقی، نوازنده، آهنگساز و محقق برجسته موسیقی ایران - سُرناز"
"https://sornaz.com/%d8%b1%d9%90%d9%86%da%af/","/analytics/article-details?id=45","301","mapped-article","sitemap:post","200","فرم رِنگ در موسیقی ایران چگونه است؟ رنگ های مهم ایرانی کدامند؟ - سُرناز"
"https://sornaz.com/%d8%b1%db%8c%d8%aa%d9%85-%d8%ae%d9%88%d8%a7%d9%86%db%8c-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=9","301","mapped-article","sitemap:post","200","ریتم خوانی در موسیقی، آشنایی با قواعد و مفاهیم اصلی زمان‌بندی در ریتم‌خوانی - سُرناز"
"https://sornaz.com/%d8%b1%db%8c%d8%aa%d9%85-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a8%d9%87-%da%86%d9%87-%d9%85%d8%b9%d9%86%d8%a7%d8%b3%d8%aa%d8%9f/","/analytics/article-details?id=6","301","mapped-article","discovered-link","200","ریتم در موسیقی به چه معناست؟ چرا ریتم یا ضرب آهنگ مهمترین عنصر موسیقی است؟ - سُرناز"
"https://sornaz.com/%d8%b1%db%8c%d8%aa%d9%85-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=6","301","mapped-article","sitemap:post","200","ریتم در موسیقی به چه معناست؟ چرا ریتم یا ضرب آهنگ مهمترین عنصر موسیقی است؟ - سُرناز"
"https://sornaz.com/%d8%b2%d9%86%d8%af%da%af%db%8c%d9%86%d8%a7%d9%85%d9%87-%d8%b9%d9%84%db%8c-%d8%a7%da%a9%d8%a8%d8%b1-%d8%b4%d9%87%d9%86%d8%a7%d8%b2%db%8c/","/analytics/article-details?id=86","301","mapped-article","sitemap:post","200","زندگینامه علی اکبر شهنازی - سُرناز"
"https://sornaz.com/%d8%b3%d8%a8%d8%af-%d8%ae%d8%b1%db%8c%d8%af/","/","301","mapped","sitemap:page","200","سبد خرید - سُرناز"
"https://sornaz.com/%d8%b3%db%8c%d8%af-%d8%ad%d8%b3%db%8c%d9%86-%d8%b7%d8%a7%d9%87%d8%b1%d8%b2%d8%a7%d8%af%d9%87/","/analytics/article-details?id=107","301","mapped-article","sitemap:post","200","سید حسین طاهرزاده - سُرناز"
"https://sornaz.com/%d8%b3%db%8c%d8%af-%d8%b1%d8%ad%db%8c%d9%85-%d8%a7%d8%b5%d9%81%d9%87%d8%a7%d9%86%db%8c/","/analytics/article-details?id=115","301","mapped-article","sitemap:post","200","سید رحیم اصفهانی - سُرناز"
"https://sornaz.com/%d8%b4%d9%87%d8%b1%d8%a7%d9%85-%d9%86%d8%a7%d8%b8%d8%b1%db%8c/","/analytics/article-details?id=65","301","mapped-article","sitemap:post","200","شهرام ناظری، شوالیه موسیقی - سُرناز"
"https://sornaz.com/%d8%b6%d8%b1%d8%a8%db%8c-%d8%a2%d9%88%d8%a7%d8%b2%db%8c%da%a9/","/analytics/article-details?id=118","301","mapped-article","sitemap:post","200","فرم ضربی آوازیک در موسیقی ایران - سُرناز"
"https://sornaz.com/%d8%b6%d8%b1%d8%a8%db%8c-%d8%b3%d8%a7%d8%b2%db%8c%da%a9/","/analytics/article-details?id=119","301","mapped-article","sitemap:post","200","فرم ضربی سازیک در موسیقی ایران - سُرناز"
"https://sornaz.com/%d8%b9%d8%a7%d8%b1%d9%81-%d9%82%d8%b2%d9%88%db%8c%d9%86%db%8c/","/analytics/article-details?id=91","301","mapped-article","sitemap:post","200","زندگینامه عارف قزوینی | تصنیف سُرای چیره دست - سُرناز"
"https://sornaz.com/%d8%b9%d8%a8%d8%af%d8%a7%d9%84%d8%ad%d8%b3%db%8c%d9%86-%d8%b4%d9%87%d9%86%d8%a7%d8%b2%db%8c/","/analytics/article-details?id=113","301","mapped-article","sitemap:post","200","عبدالحسین شهنازی - سُرناز"
"https://sornaz.com/%d8%b9%d8%a8%d8%af%d8%a7%d9%84%d9%84%d9%87-%d8%af%d9%88%d8%a7%d9%85%db%8c/","/analytics/article-details?id=116","301","mapped-article","sitemap:post","200","عبدالله دوامی - سُرناز"
"https://sornaz.com/%d8%b9%d9%84%db%8c-%d9%86%d9%82%db%8c-%d9%88%d8%b2%db%8c%d8%b1%db%8c/","/analytics/article-details?id=97","301","mapped-article","sitemap:post","200","علی نقی وزیری، آهنگساز و نوازنده نوگرای موسیقی ایران و خالق نظریه گام 24 قسمتی - سُرناز"
"https://sornaz.com/%d8%ba%d9%84%d8%a7%d9%85%d8%ad%d8%b3%db%8c%d9%86-%d8%a8%d9%86%d8%a7%d9%86/","/analytics/article-details?id=101","301","mapped-article","sitemap:post","200","غلامحسین بنان، خواننده تاثیرگذار موسیقی ایران - سُرناز"
"https://sornaz.com/%d8%ba%d9%84%d8%a7%d9%85%d8%ad%d8%b3%db%8c%d9%86-%d8%af%d8%b1%d9%88%db%8c%d8%b4/","/analytics/article-details?id=90","301","mapped-article","sitemap:post","200","زندگینامه غلامحسین درویش معروف به درویش خان از نوآوران موسیقی ایران - سُرناز"
"https://sornaz.com/%d9%81%d8%a7%d8%b5%d9%84%d9%87-%d9%85%d9%88%d8%b3%db%8c%d9%82%d8%a7%db%8c%db%8c-%d8%a8%d9%87-%da%86%d9%87-%d9%85%d8%b9%d9%86%d8%a7%d8%b3%d8%aa%d8%9f/","/analytics/article-details?id=15","301","mapped-article","discovered-link","200","فاصله موسیقایی به چه معناست؟ فاصله میان 2 نت را چگونه حساب می کنند؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%a7%d8%b5%d9%84%d9%87-%d9%85%d9%88%d8%b3%db%8c%d9%82%d8%a7%db%8c%db%8c/","/analytics/article-details?id=15","301","mapped-article","sitemap:post","200","فاصله موسیقایی به چه معناست؟ فاصله میان 2 نت را چگونه حساب می کنند؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%85-%d8%a2%d9%88%d8%a7%d8%b2/","/analytics/article-details?id=68","301","mapped-article","sitemap:post","200","فرم آواز به عنوان مهم ترین گونه در موسیقی ایران چگونه است؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%85-%d8%aa%d8%b5%d9%86%db%8c%d9%81/","/analytics/article-details?id=60","301","mapped-article","sitemap:post","200","فرم تصنیف در موسیقی ایران چگونه است؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%85-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=71","301","mapped-article","sitemap:post","200","مفهوم فرم در موسیقی - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%85-%d9%be%db%8c%d8%b4-%d8%af%d8%b1%d8%a2%d9%85%d8%af/","/analytics/article-details?id=59","301","mapped-article","sitemap:post","200","فرم پیش درآمد در موسیقی ایران چگونه است؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%85-%da%a9%d8%a7%d8%b1-%d9%88-%d8%b9%d9%85%d9%84/","/analytics/article-details?id=73","301","mapped-article","sitemap:post","200","فرم کار و عمل یا کارِ عمل در موسیقی ایرانی - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%88%d8%af-%d8%af%d8%b1-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c/","/analytics/article-details?id=44","301","mapped-article","sitemap:post","200","مفهوم فرود در موسیقی ایرانی چیست؟ شباهت ها و تفاوت های فرود و کادانس کدامند؟ - سُرناز"
"https://sornaz.com/%d9%81%d8%b1%d9%88%d8%b4%da%af%d8%a7%d9%87/","/","301","mapped","sitemap:page","200","فروشگاه - سُرناز"
"https://sornaz.com/%d9%82%d8%b7%d8%b9%d9%87/","/analytics/article-details?id=121","301","mapped-article","sitemap:post","200","مفهوم قطعه در موسیقی ایرانی - سُرناز"
